Time, Pressure, T_Int F, T_Ext F, Altitude f, Vin, AD0, AD1, AD2
1906, 1007.29, 57.79, 46.7, 163, 8.081, 2.935, 3.084, 3.109
1907, 1007.29, 57.79, 46.7, 163, 8.081, 2.993, 3.187, 3.196
1908, 1007.30, 57.79, 46.5, 162, 8.094, 2.964, 3.096, 3.180
1909, 1007.30, 57.79, 46.5, 162, 8.094, 2.935, 3.084, 3.183
1910, 1007.30, 57.79, 46.7, 162, 8.081, 2.948, 3.096, 3.109
1911, 1007.30, 57.79, 46.7, 162, 8.094, 2.980, 3.183, 3.135
1912, 1007.31, 57.81, 46.5, 162, 8.094, 2.955, 3.080, 3.109
1913, 1007.31, 57.81, 46.7, 162, 8.094, 2.955, 3.171, 3.142
1914, 1007.30, 57.81, 46.7, 162, 8.094, 2.935, 3.084, 3.109
1915, 1007.30, 57.81, 46.5, 162, 8.094, 2.990, 3.190, 3.196
1916, 1007.30, 57.81, 46.5, 162, 8.094, 2.955, 3.171, 3.154
1917, 1007.31, 57.81, 46.5, 162, 8.094, 2.935, 3.084, 3.106
1918, 1007.31, 57.81, 46.5, 162, 8.094, 2.993, 3.200, 3.200
1919, 1007.30, 57.83, 46.5, 162, 8.094, 3.000, 3.200, 3.200
1920, 1007.30, 57.81, 46.5, 162, 8.094, 2.961, 3.084, 3.116
1921, 1007.30, 57.81, 46.5, 162, 8.094, 3.006, 3.200, 3.200
1922, 1007.31, 57.81, 46.5, 162, 8.094, 2.974, 3.096, 3.183
1923, 1007.31, 57.83, 46.5, 162, 8.094, 3.013, 3.193, 3.200
1924, 1007.32, 57.83, 46.5, 162, 8.094, 2.993, 3.109, 3.158
1925, 1007.31, 57.83, 46.5, 162, 8.094, 2.968, 3.174, 3.135
1926, 1007.31, 57.83, 46.5, 162, 8.081, 2.974, 3.096, 3.174
1927, 1007.31, 57.84, 46.5, 162, 8.094, 3.006, 3.187, 3.187
1928, 1007.31, 57.83, 46.5, 162, 8.081, 2.948, 3.096, 3.106
1929, 1007.31, 57.84, 46.5, 162, 8.094, 3.000, 3.196, 3.200
1930, 1007.32, 57.84, 46.5, 162, 8.094, 2.968, 3.093, 3.177
1931, 1007.32, 57.84, 46.5, 162, 8.094, 3.006, 3.187, 3.187
1932, 1007.32, 57.84, 46.5, 162, 8.094, 2.980, 3.103, 3.148
1933, 1007.32, 57.84, 46.5, 162, 8.094, 2.974, 3.174, 3.132
1934, 1007.34, 57.86, 46.5, 161, 8.094, 2.948, 3.084, 3.109
1935, 1007.33, 57.86, 46.5, 162, 8.094, 3.006, 3.200, 3.200
1936, 1007.33, 57.86, 46.5, 162, 8.094, 2.980, 3.103, 3.158
1937, 1007.33, 57.86, 46.5, 162, 8.094, 2.993, 3.109, 3.161
1938, 1007.33, 57.86, 46.5, 162, 8.094, 2.980, 3.174, 3.142
1939, 1007.33, 57.86, 46.4, 162, 8.094, 2.942, 3.084, 3.113
1940, 1007.35, 57.86, 46.4, 161, 8.094, 2.955, 3.167, 3.158
1941, 1007.33, 57.86, 46.4, 162, 8.094, 2.935, 3.084, 3.109
1942, 1007.34, 57.86, 46.4, 161, 8.094, 2.993, 3.200, 3.200
1943, 1007.33, 57.88, 46.4, 162, 8.094, 2.964, 3.093, 3.183
1944, 1007.33, 57.88, 46.4, 162, 8.094, 2.974, 3.093, 3.177
1945, 1007.32, 57.88, 46.4, 162, 8.081, 3.006, 3.187, 3.187
1946, 1007.33, 57.88, 46.4, 162, 8.094, 2.942, 3.090, 3.093
1947, 1007.32, 57.88, 46.4, 162, 8.094, 2.993, 3.200, 3.200
1948, 1007.34, 57.88, 46.4, 161, 8.094, 2.968, 3.096, 3.174
1949, 1007.34, 57.88, 46.4, 161, 8.094, 3.013, 3.190, 3.196
1950, 1007.33, 57.90, 46.4, 162, 8.094, 2.987, 3.100, 3.151
1951, 1007.35, 57.90, 46.4, 161, 8.094, 2.974, 3.183, 3.145
1952, 1007.34, 57.90, 46.4, 161, 8.094, 2.935, 3.074, 3.106
1953, 1007.34, 57.90, 46.4, 161, 8.094, 2.942, 3.084, 3.109
1954, 1007.34, 57.88, 46.2, 161, 8.094, 3.013, 3.200, 3.206
1955, 1007.35, 57.90, 46.4, 161, 8.094, 2.971, 3.103, 3.167
1956, 1007.34, 57.90, 46.2, 161, 8.081, 2.980, 3.187, 3.154
1957, 1007.34, 57.90, 46.2, 161, 8.094, 2.942, 3.077, 3.113
1958, 1007.35, 57.92, 46.2, 161, 8.094, 2.968, 3.171, 3.154
1959, 1007.35, 57.92, 46.2, 161, 8.094, 2.935, 3.080, 3.100
1960, 1007.34, 57.92, 46.2, 161, 8.094, 3.000, 3.187, 3.200
1961, 1007.35, 57.92, 46.2, 161, 8.094, 2.961, 3.093, 3.151
1962, 1007.33, 57.92, 46.2, 162, 8.094, 2.974, 3.171, 3.142
1963, 1007.35, 57.92, 46.2, 161, 8.094, 2.968, 3.174, 3.142
1964, 1007.34, 57.92, 46.2, 161, 8.094, 2.935, 3.093, 3.103
1965, 1007.35, 57.92, 46.2, 161, 8.094, 3.006, 3.200, 3.196
1966, 1007.35, 57.92, 46.0, 161, 8.094, 2.961, 3.096, 3.148
1967, 1007.35, 57.93, 46.0, 161, 8.094, 3.006, 3.190, 3.196
1968, 1007.35, 57.93, 46.0, 161, 8.081, 2.968, 3.096, 3.161
1969, 1007.37, 57.93, 46.0, 160, 8.094, 2.977, 3.177, 3.148
1970, 1007.35, 57.93, 46.0, 161, 8.094, 2.942, 3.074, 3.109
1971, 1007.35, 57.93, 46.0, 161, 8.094, 2.974, 3.096, 3.161
1972, 1007.36, 57.93, 46.0, 161, 8.094, 3.013, 3.200, 3.200
1973, 1007.36, 57.93, 46.0, 161, 8.094, 2.990, 3.109, 3.200
1974, 1007.36, 57.95, 46.0, 161, 8.094, 2.980, 3.183, 3.154
1975, 1007.37, 57.95, 46.0, 160, 8.094, 2.935, 3.077, 3.109
1976, 1007.37, 57.95, 46.0, 160, 8.094, 2.968, 3.171, 3.148
1977, 1007.37, 57.95, 46.0, 160, 8.094, 2.935, 3.084, 3.096
1978, 1007.37, 57.95, 46.0, 160, 8.094, 3.003, 3.200, 3.200
1979, 1007.36, 57.95, 45.8, 161, 8.094, 2.968, 3.096, 3.158
1980, 1007.37, 57.95, 46.0, 160, 8.081, 2.948, 3.096, 3.096
1981, 1007.36, 57.95, 46.0, 161, 8.094, 2.993, 3.200, 3.200
1982, 1007.37, 57.97, 45.8, 160, 8.094, 2.968, 3.090, 3.142
1983, 1007.37, 57.97, 45.8, 160, 8.094, 3.003, 3.187, 3.196
1984, 1007.37, 57.97, 45.8, 160, 8.094, 2.974, 3.100, 3.161
1985, 1007.35, 57.92, 45.8, 161, 8.094, 3.006, 3.196, 3.161
1986, 1007.38, 57.97, 45.8, 160, 8.094, 2.961, 3.096, 3.113
1987, 1007.39, 57.97, 45.8, 160, 8.094, 2.961, 3.167, 3.132
1988, 1007.38, 57.95, 45.8, 160, 8.094, 2.993, 3.109, 3.196
1989, 1007.36, 57.97, 45.8, 161, 8.094, 2.968, 3.187, 3.148
1990, 1007.37, 57.97, 45.8, 160, 8.094, 2.955, 3.084, 3.116
1991, 1007.35, 57.97, 45.8, 161, 8.094, 2.955, 3.164, 3.129
1992, 1007.37, 57.97, 45.6, 160, 8.094, 2.935, 3.087, 3.106
1993, 1007.37, 57.99, 45.6, 160, 8.081, 2.942, 3.096, 3.109
1994, 1007.37, 57.99, 45.8, 160, 8.094, 2.993, 3.187, 3.187
1995, 1007.38, 57.99, 45.6, 160, 8.094, 2.974, 3.096, 3.148
1996, 1007.38, 57.99, 45.6, 160, 8.094, 3.006, 3.187, 3.187
1997, 1007.36, 57.99, 45.6, 161, 8.094, 2.935, 3.090, 3.103
1998, 1007.38, 57.99, 45.6, 160, 8.094, 2.980, 3.106, 3.161
1999, 1007.37, 57.99, 45.6, 160, 8.094, 2.980, 3.183, 3.142
2000, 1007.39, 58.01, 45.6, 160, 8.094, 2.955, 3.084, 3.109
2001, 1007.37, 58.01, 45.6, 160, 8.094, 2.968, 3.171, 3.142
2002, 1007.37, 58.01, 45.6, 160, 8.094, 2.961, 3.161, 3.129
2003, 1007.38, 58.01, 45.6, 160, 8.094, 2.942, 3.096, 3.109
2004, 1007.37, 58.01, 45.6, 160, 8.094, 2.993, 3.200, 3.200
2005, 1007.37, 58.01, 45.6, 160, 8.094, 3.000, 3.200, 3.196
2006, 1007.39, 58.01, 45.6, 160, 8.094, 2.974, 3.093, 3.151
2007, 1007.38, 58.01, 45.5, 160, 8.094, 3.006, 3.187, 3.187
2008, 1007.38, 58.02, 45.5, 160, 8.094, 2.980, 3.106, 3.187
2009, 1007.39, 58.02, 45.5, 160, 8.094, 2.968, 3.177, 3.154
2010, 1007.38, 58.02, 45.5, 160, 8.094, 2.955, 3.084, 3.109
2011, 1007.39, 58.02, 45.5, 160, 8.094, 2.955, 3.090, 3.109
2012, 1007.38, 58.02, 45.5, 160, 8.094, 2.948, 3.161, 3.122
2013, 1007.39, 58.02, 45.5, 160, 8.094, 2.929, 3.090, 3.103
2014, 1007.37, 58.02, 45.5, 160, 8.094, 2.974, 3.187, 3.142
2015, 1007.40, 58.02, 45.5, 160, 8.094, 2.955, 3.084, 3.109
2016, 1007.39, 58.04, 45.5, 160, 8.094, 2.955, 3.167, 3.116
2017, 1007.39, 58.04, 45.5, 160, 8.094, 2.935, 3.090, 3.103
2018, 1007.39, 58.04, 45.5, 160, 8.094, 2.990, 3.200, 3.187
2019, 1007.39, 58.04, 45.5, 160, 8.094, 2.974, 3.093, 3.154
2020, 1007.38, 58.04, 45.5, 160, 8.094, 2.980, 3.096, 3.154
2021, 1007.38, 58.04, 45.3, 160, 8.094, 3.003, 3.190, 3.190
2022, 1007.39, 58.04, 45.3, 160, 8.094, 3.013, 3.190, 3.193
2023, 1007.39, 58.04, 45.3, 160, 8.094, 2.993, 3.109, 3.187
2024, 1007.40, 58.04, 45.3, 160, 8.094, 2.971, 3.177, 3.154
2025, 1007.39, 58.06, 45.3, 160, 8.094, 2.955, 3.084, 3.109
2026, 1007.41, 58.06, 45.5, 159, 8.094, 2.980, 3.109, 3.196
2027, 1007.40, 58.06, 45.3, 160, 8.094, 2.968, 3.177, 3.154
2028, 1007.40, 58.06, 45.3, 160, 8.094, 2.955, 3.084, 3.109
2029, 1007.39, 58.06, 45.3, 160, 8.094, 2.955, 3.084, 3.109
2030, 1007.38, 58.06, 45.3, 160, 8.081, 2.948, 3.161, 3.122
2031, 1007.40, 58.06, 45.3, 160, 8.094, 2.993, 3.109, 3.183
2032, 1007.40, 58.06, 45.3, 160, 8.094, 2.968, 3.180, 3.142
2033, 1007.41, 58.06, 45.5, 159, 8.094, 2.955, 3.084, 3.109
2034, 1007.39, 58.06, 45.3, 160, 8.094, 2.955, 3.164, 3.119
2035, 1007.40, 58.06, 45.3, 160, 8.094, 2.935, 3.090, 3.103
2036, 1007.39, 58.08, 45.3, 160, 8.094, 2.993, 3.200, 3.187
2037, 1007.40, 58.08, 45.3, 160, 8.094, 2.974, 3.096, 3.145
2038, 1007.39, 58.08, 45.3, 160, 8.094, 2.961, 3.174, 3.119
2039, 1007.39, 58.08, 45.3, 160, 8.094, 2.961, 3.174, 3.125
2040, 1007.39, 58.08, 45.3, 160, 8.094, 2.935, 3.093, 3.106
2041, 1007.40, 58.08, 45.3, 160, 8.094, 2.993, 3.187, 3.196
2042, 1007.41, 58.08, 45.3, 159, 8.094, 2.974, 3.096, 3.154
2043, 1007.39, 58.08, 45.3, 160, 8.094, 3.003, 3.190, 3.193
2044, 1007.41, 58.08, 45.3, 159, 8.094, 2.980, 3.109, 3.187
2045, 1007.40, 58.10, 45.3, 160, 8.094, 2.968, 3.174, 3.142
2046, 1007.40, 58.10, 45.5, 160, 8.094, 2.948, 3.084, 3.109
2047, 1007.39, 58.10, 45.5, 160, 8.094, 2.955, 3.084, 3.103
2048, 1007.39, 58.10, 45.5, 160, 8.094, 3.006, 3.196, 3.187
2049, 1007.39, 58.08, 45.5, 160, 8.094, 2.964, 3.084, 3.109
2050, 1007.41, 58.10, 45.5, 159, 8.094, 2.955, 3.174, 3.113
2051, 1007.42, 58.10, 45.5, 159, 8.094, 2.935, 3.084, 3.096
2052, 1007.40, 58.11, 45.5, 160, 8.094, 2.990, 3.196, 3.187
2053, 1007.41, 58.10, 45.5, 159, 8.094, 2.974, 3.093, 3.154
2054, 1007.41, 58.11, 45.5, 159, 8.094, 2.980, 3.100, 3.177
2055, 1007.41, 58.11, 45.5, 159, 8.094, 3.006, 3.193, 3.193
2056, 1007.40, 58.10, 45.5, 160, 8.094, 2.942, 3.093, 3.106
2057, 1007.41, 58.11, 45.5, 159, 8.094, 2.993, 3.196, 3.196
2058, 1007.42, 58.11, 45.5, 159, 8.094, 2.974, 3.093, 3.158
2059, 1007.41, 58.11, 45.5, 159, 8.094, 3.006, 3.187, 3.196
2060, 1007.40, 58.11, 45.5, 160, 8.094, 2.968, 3.100, 3.164
2061, 1007.41, 58.11, 45.5, 159, 8.094, 2.968, 3.177, 3.125
2062, 1007.41, 58.13, 45.5, 159, 8.094, 2.948, 3.080, 3.116
2063, 1007.41, 58.13, 45.5, 159, 8.094, 2.955, 3.084, 3.109
2064, 1007.42, 58.13, 45.5, 159, 8.094, 2.968, 3.174, 3.142
2065, 1007.41, 58.11, 45.5, 159, 8.094, 2.993, 3.109, 3.183
2066, 1007.40, 58.13, 45.5, 160, 8.094, 2.964, 3.177, 3.119
2067, 1007.41, 58.13, 45.5, 159, 8.094, 2.955, 3.084, 3.109
2068, 1007.39, 58.13, 45.5, 160, 8.094, 2.968, 3.174, 3.135
2069, 1007.41, 58.13, 45.5, 159, 8.094, 2.935, 3.084, 3.096
2070, 1007.40, 58.13, 45.5, 160, 8.094, 2.993, 3.200, 3.183
2071, 1007.41, 58.13, 45.5, 159, 8.094, 2.974, 3.093, 3.174
2072, 1007.42, 58.13, 45.5, 159, 8.094, 2.980, 3.103, 3.180
2073, 1007.40, 58.15, 45.5, 160, 8.094, 3.006, 3.187, 3.187
2074, 1007.41, 58.13, 45.5, 159, 8.094, 2.935, 3.093, 3.109
2075, 1007.42, 58.15, 45.5, 159, 8.094, 2.993, 3.200, 3.200
2076, 1007.41, 58.15, 45.5, 159, 8.094, 2.974, 3.096, 3.154
2077, 1007.41, 58.15, 45.5, 159, 8.094, 3.006, 3.193, 3.193
2078, 1007.42, 58.15, 45.5, 159, 8.094, 2.968, 3.103, 3.158
2079, 1007.41, 58.15, 45.5, 159, 8.094, 2.968, 3.174, 3.142
2080, 1007.42, 58.15, 45.5, 159, 8.094, 3.006, 3.183, 3.196
2081, 1007.41, 58.15, 45.5, 159, 8.094, 3.006, 3.187, 3.187
2082, 1007.41, 58.15, 45.5, 159, 8.094, 3.006, 3.187, 3.187
2083, 1007.41, 58.15, 45.5, 159, 8.094, 2.990, 3.113, 3.177
2084, 1007.41, 58.17, 45.5, 159, 8.094, 2.968, 3.174, 3.129
2085, 1007.42, 58.17, 45.5, 159, 8.094, 2.948, 3.084, 3.109
2086, 1007.42, 58.17, 45.5, 159, 8.094, 2.964, 3.174, 3.138
2087, 1007.42, 58.17, 45.5, 159, 8.094, 2.935, 3.096, 3.100
2088, 1007.42, 58.17, 45.5, 159, 8.094, 2.993, 3.187, 3.187
2089, 1007.42, 58.17, 45.5, 159, 8.094, 2.968, 3.171, 3.135
2090, 1007.42, 58.17, 45.5, 159, 8.094, 2.980, 3.174, 3.142
2091, 1007.41, 58.17, 45.5, 159, 8.094, 2.974, 3.109, 3.161
2092, 1007.42, 58.17, 45.5, 159, 8.094, 2.968, 3.174, 3.132
2093, 1007.42, 58.17, 45.5, 159, 8.094, 2.955, 3.084, 3.113
2094, 1007.40, 58.19, 45.5, 160, 8.094, 2.968, 3.174, 3.142
2095, 1007.42, 58.19, 45.5, 159, 8.094, 2.935, 3.093, 3.109
2096, 1007.42, 58.19, 45.5, 159, 8.094, 2.993, 3.200, 3.200
2097, 1007.42, 58.19, 45.5, 159, 8.094, 2.974, 3.093, 3.177
2098, 1007.42, 58.19, 45.5, 159, 8.094, 3.006, 3.193, 3.193
2099, 1007.40, 58.19, 45.5, 160, 8.094, 2.987, 3.180, 3.142
2100, 1007.41, 58.19, 45.5, 159, 8.094, 2.942, 3.093, 3.103
2101, 1007.40, 58.19, 45.5, 160, 8.094, 2.990, 3.196, 3.183
2102, 1007.41, 58.19, 45.5, 159, 8.094, 2.980, 3.096, 3.171
2103, 1007.41, 58.19, 45.5, 159, 8.094, 3.006, 3.187, 3.187
2104, 1007.42, 58.20, 45.5, 159, 8.094, 2.980, 3.109, 3.187
2105, 1007.41, 58.20, 45.5, 159, 8.094, 2.968, 3.174, 3.122
2106, 1007.41, 58.20, 45.5, 159, 8.094, 2.948, 3.080, 3.109
2107, 1007.42, 58.20, 45.5, 159, 8.094, 2.948, 3.164, 3.116
2108, 1007.40, 58.19, 45.5, 160, 8.094, 3.022, 3.196, 3.190
2109, 1007.43, 58.20, 45.5, 159, 8.094, 2.974, 3.103, 3.158
2110, 1007.41, 58.20, 45.5, 159, 8.094, 2.968, 3.174, 3.132
2111, 1007.41, 58.20, 45.5, 159, 8.094, 2.955, 3.084, 3.109
2112, 1007.42, 58.20, 45.5, 159, 8.094, 2.968, 3.174, 3.148
2113, 1007.41, 58.19, 45.5, 159, 8.094, 2.980, 3.096, 3.158
2114, 1007.42, 58.20, 45.5, 159, 8.094, 2.955, 3.084, 3.096
2115, 1007.41, 58.20, 45.5, 159, 8.094, 3.013, 3.196, 3.183
2116, 1007.40, 58.20, 45.5, 160, 8.094, 3.006, 3.187, 3.183
2117, 1007.42, 58.20, 45.5, 159, 8.094, 2.968, 3.103, 3.154
2118, 1007.42, 58.22, 45.5, 159, 8.094, 2.968, 3.174, 3.122
2119, 1007.43, 58.22, 45.5, 159, 8.094, 2.955, 3.084, 3.109
2120, 1007.41, 58.22, 45.5, 159, 8.094, 2.968, 3.171, 3.138
2121, 1007.42, 58.22, 45.5, 159, 8.094, 2.935, 3.084, 3.096
2122, 1007.42, 58.22, 45.5, 159, 8.094, 2.993, 3.200, 3.183
2123, 1007.41, 58.22, 45.5, 159, 8.094, 2.968, 3.174, 3.142
2124, 1007.42, 58.22, 45.5, 159, 8.094, 2.980, 3.096, 3.187
2125, 1007.40, 58.22, 45.5, 160, 8.094, 2.977, 3.103, 3.174
2126, 1007.42, 58.22, 45.5, 159, 8.094, 3.006, 3.193, 3.190
2127, 1007.41, 58.22, 45.5, 159, 8.094, 2.968, 3.103, 3.161
2128, 1007.41, 58.22, 45.5, 159, 8.094, 2.968, 3.174, 3.132
2129, 1007.41, 58.24, 45.5, 159, 8.094, 2.955, 3.084, 3.116
2130, 1007.41, 58.24, 45.5, 159, 8.094, 2.968, 3.174, 3.142
2131, 1007.41, 58.24, 45.5, 159, 8.094, 3.003, 3.183, 3.187
2132, 1007.41, 58.24, 45.5, 159, 8.094, 2.964, 3.096, 3.161
2133, 1007.39, 58.24, 45.5, 160, 8.094, 2.942, 3.096, 3.096
2134, 1007.42, 58.24, 45.5, 159, 8.094, 2.990, 3.196, 3.187
2135, 1007.42, 58.24, 45.5, 159, 8.094, 2.980, 3.093, 3.171
2136, 1007.41, 58.24, 45.5, 159, 8.094, 2.955, 3.087, 3.103
2137, 1007.42, 58.24, 45.5, 159, 8.094, 2.968, 3.171, 3.142
2138, 1007.41, 58.24, 45.5, 159, 8.094, 2.935, 3.093, 3.103
2139, 1007.42, 58.24, 45.5, 159, 8.094, 2.993, 3.187, 3.187
2140, 1007.41, 58.24, 45.5, 159, 8.094, 2.974, 3.093, 3.171
2141, 1007.41, 58.26, 45.5, 159, 8.094, 3.006, 3.190, 3.183
2142, 1007.41, 58.24, 45.5, 159, 8.094, 2.987, 3.180, 3.148
2143, 1007.42, 58.26, 45.5, 159, 8.094, 2.935, 3.090, 3.109
2144, 1007.41, 58.26, 45.5, 159, 8.094, 2.993, 3.200, 3.196
2145, 1007.42, 58.26, 45.5, 159, 8.094, 2.980, 3.096, 3.187
2146, 1007.41, 58.26, 45.5, 159, 8.094, 3.006, 3.084, 3.093
2147, 1007.41, 58.26, 45.5, 159, 8.094, 2.968, 3.174, 3.142
2148, 1007.41, 58.26, 45.5, 159, 8.094, 2.935, 3.096, 3.106
2149, 1007.42, 58.26, 45.5, 159, 8.094, 2.993, 3.200, 3.200
2150, 1007.41, 58.26, 45.5, 159, 8.094, 2.987, 3.187, 3.129
2151, 1007.40, 58.26, 45.5, 160, 8.094, 2.955, 3.084, 3.109
2152, 1007.40, 58.26, 45.5, 160, 8.094, 2.968, 3.174, 3.135
2153, 1007.40, 58.26, 45.5, 160, 8.094, 2.935, 3.084, 3.096
2154, 1007.41, 58.28, 45.5, 159, 8.094, 2.993, 3.196, 3.183
2155, 1007.42, 58.28, 45.3, 159, 8.094, 2.974, 3.174, 3.125
2156, 1007.41, 58.28, 45.3, 159, 8.094, 2.955, 3.084, 3.103
2157, 1007.42, 58.28, 45.5, 159, 8.094, 2.968, 3.171, 3.138
2158, 1007.42, 58.28, 45.5, 159, 8.094, 2.935, 3.087, 3.100
2159, 1007.40, 58.26, 45.3, 160, 8.094, 2.990, 3.109, 3.161
2160, 1007.41, 58.28, 45.3, 159, 8.094, 2.974, 3.183, 3.148
2161, 1007.40, 58.28, 45.5, 160, 8.094, 2.993, 3.187, 3.200
2162, 1007.40, 58.28, 45.5, 160, 8.094, 2.968, 3.096, 3.142
2163, 1007.40, 58.28, 45.3, 160, 8.094, 3.006, 3.183, 3.187
2164, 1007.42, 58.28, 45.3, 159, 8.094, 2.990, 3.113, 3.183
2165, 1007.41, 58.28, 45.3, 159, 8.094, 2.964, 3.177, 3.135
2166, 1007.41, 58.28, 45.3, 159, 8.094, 2.955, 3.084, 3.116
2167, 1007.42, 58.28, 45.3, 159, 8.094, 2.955, 3.084, 3.109
2168, 1007.41, 58.28, 45.3, 159, 8.094, 3.013, 3.200, 3.187
2169, 1007.41, 58.29, 45.3, 159, 8.094, 2.968, 3.100, 3.154
2170, 1007.41, 58.29, 45.3, 159, 8.094, 2.968, 3.180, 3.138
2171, 1007.41, 58.29, 45.3, 159, 8.094, 2.948, 3.084, 3.109
2172, 1007.40, 58.29, 45.3, 160, 8.094, 2.948, 3.167, 3.116
2173, 1007.41, 58.29, 45.3, 159, 8.094, 2.935, 3.084, 3.096
2174, 1007.41, 58.29, 45.3, 159, 8.094, 2.990, 3.196, 3.183
2175, 1007.40, 58.29, 45.3, 160, 8.094, 2.968, 3.174, 3.142
2176, 1007.41, 58.29, 45.3, 159, 8.094, 2.980, 3.096, 3.142
2177, 1007.40, 58.28, 45.3, 160, 8.094, 3.000, 3.113, 3.167
2178, 1007.41, 58.29, 45.3, 159, 8.094, 2.980, 3.183, 3.129
2179, 1007.40, 58.29, 45.3, 160, 8.094, 2.955, 3.080, 3.103
2180, 1007.39, 58.29, 45.3, 160, 8.094, 2.968, 3.096, 3.142
2181, 1007.39, 58.29, 45.3, 160, 8.094, 3.006, 3.187, 3.187
2182, 1007.40, 58.31, 45.3, 160, 8.094, 2.993, 3.116, 3.187
2183, 1007.38, 58.31, 45.3, 160, 8.094, 2.968, 3.177, 3.148
2184, 1007.38, 58.29, 45.3, 160, 8.094, 3.006, 3.196, 3.187
2185, 1007.39, 58.31, 45.3, 160, 8.094, 2.980, 3.096, 3.148
2186, 1007.40, 58.31, 45.3, 160, 8.094, 3.006, 3.190, 3.180
2187, 1007.41, 58.31, 45.3, 159, 8.094, 2.987, 3.109, 3.177
2188, 1007.40, 58.31, 45.3, 160, 8.094, 2.964, 3.180, 3.142
2189, 1007.39, 58.31, 45.3, 160, 8.094, 2.955, 3.084, 3.106
2190, 1007.41, 58.31, 45.3, 159, 8.094, 2.948, 3.167, 3.116
2191, 1007.40, 58.31, 45.3, 160, 8.094, 2.935, 3.084, 3.096
2192, 1007.39, 58.31, 45.3, 160, 8.094, 2.993, 3.196, 3.183
2193, 1007.40, 58.31, 45.3, 160, 8.094, 2.993, 3.183, 3.151
2194, 1007.40, 58.31, 45.3, 160, 8.094, 2.958, 3.084, 3.113
2195, 1007.41, 58.31, 45.3, 159, 8.094, 2.955, 3.171, 3.119
2196, 1007.39, 58.33, 45.3, 160, 8.094, 2.935, 3.093, 3.106
2197, 1007.40, 58.33, 45.3, 160, 8.094, 2.993, 3.196, 3.196
2198, 1007.38, 58.33, 45.3, 160, 8.094, 2.974, 3.096, 3.154
2199, 1007.38, 58.33, 45.3, 160, 8.094, 3.003, 3.190, 3.187
2200, 1007.36, 58.33, 45.3, 161, 8.094, 2.984, 3.109, 3.183
2201, 1007.39, 58.33, 45.3, 160, 8.094, 2.968, 3.180, 3.145
2202, 1007.37, 58.33, 45.3, 160, 8.094, 3.003, 3.196, 3.187
2203, 1007.38, 58.33, 45.3, 160, 8.094, 2.974, 3.096, 3.142
2204, 1007.38, 58.33, 45.3, 160, 8.094, 3.006, 3.187, 3.187
2205, 1007.38, 58.33, 45.3, 160, 8.094, 2.980, 3.109, 3.187
2206, 1007.38, 58.33, 45.3, 160, 8.094, 2.929, 3.090, 3.096
2207, 1007.38, 58.33, 45.3, 160, 8.094, 2.993, 3.190, 3.183
2208, 1007.38, 58.35, 45.3, 160, 8.094, 2.968, 3.096, 3.142
2209, 1007.38, 58.33, 45.3, 160, 8.094, 3.000, 3.187, 3.174
2210, 1007.39, 58.33, 45.3, 160, 8.094, 2.968, 3.174, 3.122
2211, 1007.37, 58.35, 45.3, 160, 8.094, 2.935, 3.090, 3.109
2212, 1007.37, 58.35, 45.3, 160, 8.094, 2.993, 3.109, 3.183
2213, 1007.37, 58.33, 45.3, 160, 8.094, 2.968, 3.174, 3.142
2214, 1007.38, 58.35, 45.3, 160, 8.094, 2.955, 3.084, 3.109
2215, 1007.37, 58.35, 45.3, 160, 8.094, 2.955, 3.174, 3.119
2216, 1007.38, 58.35, 45.3, 160, 8.094, 2.935, 3.096, 3.109
2217, 1007.39, 58.35, 45.3, 160, 8.094, 2.993, 3.200, 3.200
2218, 1007.36, 58.35, 45.3, 161, 8.094, 2.968, 3.093, 3.154
2219, 1007.37, 58.35, 45.3, 160, 8.094, 3.016, 3.200, 3.196
2220, 1007.37, 58.35, 45.3, 160, 8.094, 2.974, 3.096, 3.142
2221, 1007.38, 58.35, 45.3, 160, 8.094, 3.006, 3.196, 3.174
2222, 1007.38, 58.35, 45.3, 160, 8.094, 2.987, 3.109, 3.177
2223, 1007.38, 58.35, 45.3, 160, 8.094, 2.968, 3.180, 3.142
2224, 1007.36, 58.37, 45.3, 161, 8.094, 2.948, 3.084, 3.103
2225, 1007.38, 58.37, 45.3, 160, 8.094, 2.948, 3.167, 3.113
2226, 1007.38, 58.37, 45.3, 160, 8.094, 2.935, 3.096, 3.096
2227, 1007.37, 58.35, 45.3, 160, 8.094, 2.942, 3.090, 3.096
2228, 1007.37, 58.37, 45.3, 160, 8.094, 2.948, 3.096, 3.109
2229, 1007.38, 58.37, 45.3, 160, 8.094, 2.993, 3.200, 3.196
2230, 1007.37, 58.37, 45.3, 160, 8.094, 2.961, 3.093, 3.142
2231, 1007.37, 58.37, 45.3, 160, 8.094, 3.003, 3.187, 3.187
2232, 1007.38, 58.37, 45.3, 160, 8.094, 2.980, 3.109, 3.187
2233, 1007.36, 58.37, 45.3, 161, 8.094, 2.929, 3.084, 3.096
2234, 1007.37, 58.37, 45.3, 160, 8.094, 3.000, 3.196, 3.196
2235, 1007.36, 58.37, 45.3, 161, 8.094, 2.968, 3.096, 3.154
2236, 1007.35, 58.37, 45.3, 161, 8.094, 2.968, 3.096, 3.148
2237, 1007.37, 58.37, 45.3, 160, 8.094, 2.974, 3.174, 3.138
