Time, Pressure, T_Int F, T_Ext F, Altitude f, Vin, AD0, AD1, AD2, UTC, Lat, N/S, Lon, E/W, Speed mph, Heading, GPS Altitude f, Valid
7311,82.66,19.98,-40.1,57047,7.081,1.878,1.962,1.923,151754,3512.176, N,7852.0131, W,63.826,102.4,56715,1
7312,82.64,19.98,-40,57052,7.094,1.949,2.014,2.014,151755,3512.1728, N,7851.9946, W,64.806,101.21,56725,1
7313,82.57,19.96,-39.4,57070,7.081,1.859,1.936,1.93,151756,3512.17, N,7851.9758, W,64.852,98.91,56738,1
7314,82.53,19.96,-39.1,57080,7.111,1.853,1.969,1.923,151757,3512.1679, N,7851.9568, W,65.642,96.04,56751,1
7315,82.48,19.96,-38.9,57093,7.111,1.93,2.001,1.975,151758,3512.1664, N,7851.9375, W,66.632,94.62,56761,1
7316,82.46,19.96,-38.7,57098,7.111,1.849,1.962,1.933,151759,3512.1649, N,7851.9181, W,66.214,95.58,56770,1
7317,82.39,19.96,-38.3,57116,7.111,1.869,2.007,1.994,151800,3512.163, N,7851.8991, W,64.542,97.98,56784,1
7318,82.32,19.94,-38.2,57134,7.094,1.943,1.988,1.959,151801,3512.1606, N,7851.8806, W,62.818,100.12,56797,1
7319,82.3,19.96,-37.8,57139,7.094,1.885,1.927,1.885,151802,3512.1576, N,7851.8627, W,62.028,102.47,56807,1
7320,82.25,19.94,-37.8,57152,7.081,1.859,1.965,1.936,151803,3512.1542, N,7851.8449, W,62.33,103.85,56816,1
7321,82.21,19.94,-37.8,57162,7.094,1.933,1.994,1.969,151804,3512.1508, N,7851.8271, W,62.702,102.76,56830,1
7322,82.14,19.94,-38.2,57180,7.094,1.846,1.962,1.936,151805,3512.1477, N,7851.8091, W,62.632,100.51,56843,1
7323,82.11,19.94,-38.3,57188,7.094,1.911,2.007,1.981,151806,3512.1453, N,7851.7911, W,62.166,97.81,56852,1
7324,82.06,19.94,-38.5,57201,7.094,1.917,2.001,1.969,151807,3512.1435, N,7851.773, W,62.14,95.8,56862,1
7325,82.02,19.94,-38.9,57211,7.111,1.853,1.952,1.923,151808,3512.1421, N,7851.7548, W,61.86,95.04,56872,1
7326,81.97,19.93,-39.2,57224,7.111,1.933,1.994,1.956,151809,3512.1405, N,7851.7367, W,62.18,97.17,56882,1
7327,81.92,19.93,-39.6,57237,7.094,1.878,1.962,1.917,151810,3512.1383, N,7851.7186, W,61.982,99.2,56895,1
7328,81.88,19.93,-40,57247,7.094,1.84,1.959,1.933,151811,3512.1357, N,7851.7008, W,61.252,100.99,56905,1
7329,81.84,19.93,-40.3,57258,7.111,1.936,2.033,1.985,151812,3512.1327, N,7851.6834, W,60.22,103.14,56915,1
7330,81.79,19.91,-40.7,57270,7.111,1.911,2.007,1.994,151813,3512.1292, N,7851.6661, W,60.644,104.56,56925,1
7331,81.76,19.93,-40.9,57278,7.111,1.865,1.962,1.927,151814,3512.1256, N,7851.6487, W,61.722,103.59,56935,1
7332,81.71,19.93,-40.9,57291,7.124,1.875,1.962,1.923,151815,3512.1223, N,7851.6309, W,61.97,101.69,56948,1
7333,81.65,19.93,-40.9,57306,7.081,1.92,2.036,2.001,151816,3512.1196, N,7851.613, W,61.772,100.05,56957,1
7334,81.62,19.91,-40.9,57314,7.081,1.911,2.007,1.988,151817,3512.1172, N,7851.595, W,62.08,97.95,56967,1
7335,81.59,19.91,-40.5,57322,7.081,1.875,1.962,1.923,151818,3512.1153, N,7851.5768, W,62.52,96.77,56977,1
7336,81.54,19.91,-40.5,57335,7.094,1.872,1.962,1.923,151819,3512.1134, N,7851.5586, W,62.738,97.84,56987,1
7337,81.49,19.91,-40.1,57348,7.124,1.917,2.036,1.994,151820,3512.1109, N,7851.5404, W,62.086,100.81,57000,1
7338,81.43,19.89,-40,57363,7.111,1.911,2.007,1.981,151821,3512.1078, N,7851.5228, W,60.792,103.79,57013,1
7339,81.41,19.91,-40,57368,7.094,1.872,1.962,1.92,151822,3512.104, N,7851.5056, W,60.238,106.38,57023,1
7340,81.36,19.89,-39.6,57381,7.124,1.859,1.949,1.898,151823,3512.0997, N,7851.4885, W,60.87,106.59,57033,1
7341,81.32,19.89,-39.2,57391,7.094,1.936,1.994,1.975,151824,3512.0957, N,7851.4712, W,61.41,105.08,57046,1
7342,81.25,19.89,-39.1,57409,7.124,1.882,1.933,1.901,151825,3512.0922, N,7851.4538, W,60.968,101.94,57056,1
7343,81.22,19.89,-39.1,57417,7.068,1.853,1.972,1.959,151826,3512.0896, N,7851.4362, W,60.304,98.65,57069,1
7344,81.18,19.89,-39.2,57427,7.124,1.853,1.969,1.93,151827,3512.0875, N,7851.4187, W,60.468,97.13,57079,1
7345,81.14,19.89,-39.1,57438,7.068,1.911,1.988,1.962,151828,3512.0855, N,7851.401, W,61.108,98.37,57092,1
7346,81.08,19.87,-38.7,57453,7.111,1.927,1.991,1.969,151829,3512.083, N,7851.3834, W,60.582,100.92,57102,1
7347,81.04,19.87,-38.3,57463,7.068,1.878,1.933,1.904,151830,3512.08, N,7851.3663, W,58.692,103.03,57112,1
7348,81,19.87,-38.3,57474,7.111,1.894,2.001,1.972,151831,3512.0768, N,7851.3499, W,56.778,103.6,57122,1
7349,80.95,19.87,-38.2,57486,7.081,1.901,2.027,2.001,151832,3512.0737, N,7851.3338, W,56.504,103.04,57131,1
7350,80.92,19.84,-38.3,57494,7.055,1.872,1.969,1.927,151833,3512.0708, N,7851.3174, W,57.634,101.05,57141,1
7351,80.86,19.85,-38.7,57509,7.124,1.914,1.991,1.962,151834,3512.0681, N,7851.3006, W,59.2,101.18,57154,1
7352,80.8,19.85,-39.1,57525,7.038,1.872,1.923,1.894,151835,3512.0654, N,7851.2836, W,59.808,100.9,57167,1
7353,80.76,19.85,-39.2,57535,7.094,1.853,1.952,1.914,151836,3512.0627, N,7851.2658, W,62.96,100.28,57177,1
7354,80.73,19.84,-39.6,57543,7.055,1.904,2.01,1.981,151837,3512.0601, N,7851.2473, W,65.324,98.88,57187,1
7355,80.67,19.85,-40,57558,7.055,1.891,2.027,1.994,151838,3512.0578, N,7851.2284, W,64.916,97.98,57200,1
7356,80.63,19.85,-40,57569,7.081,1.917,1.981,1.959,151839,3512.0557, N,7851.2099, W,62.366,97.76,57213,1
7357,80.56,19.85,-40.1,57587,7.094,1.833,1.933,1.872,151840,3512.0535, N,7851.1922, W,59.72,99.24,57226,1
7358,80.53,19.84,-40.3,57594,7.068,1.904,2.01,1.975,151841,3512.051, N,7851.1754, W,56.49,101.87,57236,1
7359,80.49,19.84,-40.7,57605,7.068,1.917,1.988,1.978,151842,3512.048, N,7851.1594, W,55.582,103.89,57249,1
7360,80.45,19.84,-40.9,57615,7.094,1.898,2.001,1.969,151843,3512.0449, N,7851.1433, W,56.458,102.78,57259,1
7361,80.4,19.76,-40.9,57628,7.124,1.923,2.033,1.994,151844,3512.0422, N,7851.1268, W,58.29,100.46,57272,1
7362,80.33,19.82,-41,57646,7.081,1.898,2.004,1.969,151845,3512.0398, N,7851.1098, W,59.306,99.17,57286,1
7363,80.29,19.82,-41,57656,7.094,1.885,2.02,1.952,151846,3512.0374, N,7851.0926, W,59.656,100.67,57299,1
7364,80.26,19.82,-40.9,57664,7.055,1.898,1.981,1.965,151847,3512.0344, N,7851.0753, W,60.594,103.41,57309,1
7365,80.22,19.82,-40.9,57674,7.094,1.84,1.917,1.885,151848,3512.0309, N,7851.0576, W,62.776,103.28,57315,1
7366,80.18,19.82,-40.3,57684,7.094,1.933,2.039,2.001,151849,3512.0278, N,7851.0392, W,64.912,100.59,57322,1
7367,80.15,19.82,-40,57692,7.081,1.923,1.985,1.975,151850,3512.0252, N,7851.0202, W,65.532,98.31,57331,1
7368,80.12,19.82,-39.8,57700,7.068,1.846,1.94,1.911,151851,3512.0229, N,7851.0013, W,63.9,98.17,57345,1
7369,80.05,19.82,-39.6,57718,7.094,1.885,1.959,1.917,151852,3512.0206, N,7850.9831, W,61.33,99.71,57354,1
7370,80.02,19.82,-39.6,57725,7.094,1.853,1.946,1.923,151853,3512.0182, N,7850.9657, W,58.87,98.97,57368,1
7371,79.96,19.8,-39.2,57741,7.081,1.943,2.001,1.962,151854,3512.0164, N,7850.9486, W,58.46,96.13,57381,1
7372,79.92,19.8,-39.1,57751,7.055,1.865,1.962,1.917,151855,3512.0152, N,7850.9315, W,58.876,93.74,57391,1
7373,79.88,19.8,-38.7,57761,7.068,1.859,1.969,1.943,151856,3512.0141, N,7850.914, W,60.152,94.12,57404,1
7374,79.81,19.8,-38.3,57779,7.094,1.843,1.959,1.923,151857,3512.0127, N,7850.8963, W,60.712,96.52,57417,1
7375,79.76,19.78,-38.2,57792,7.094,1.878,2.007,2.004,151858,3512.0107, N,7850.8784, W,62.642,98.9,57430,1
7376,79.74,19.78,-37.8,57797,7.068,1.93,1.994,1.943,151859,3512.0081, N,7850.8599, W,65.102,100.2,57440,1
7377,79.7,19.78,-37.4,57808,7.094,1.878,1.949,1.904,151900,3512.0053, N,7850.8408, W,66.922,99.69,57450,1
7378,79.64,19.78,-37.3,57823,7.094,1.849,1.949,1.917,151901,3512.0029, N,7850.8215, W,65.848,97.66,57459,1
7379,79.59,19.76,-37.3,57836,7.038,1.923,1.994,1.962,151902,3512.0009, N,7850.8027, W,63.496,96.54,57473,1
7380,79.56,19.78,-37.3,57844,7.055,1.888,1.959,1.917,151903,3511.9993, N,7850.7847, W,60.466,95.8,57482,1
7381,79.52,19.78,-37.1,57854,7.068,1.853,1.946,1.923,151904,3511.998, N,7850.7675, W,57.334,94.38,57496,1
7382,79.47,19.78,-36.9,57867,7.094,1.891,1.962,1.936,151905,3511.9971, N,7850.7508, W,56.39,93.24,57505,1
7383,79.42,19.76,-36.5,57880,7.094,1.904,1.994,1.965,151906,3511.9964, N,7850.7341, W,58.208,93.33,57515,1
7384,79.39,19.76,-36.5,57887,7.068,1.927,1.994,1.962,151907,3511.9953, N,7850.7167, W,60.746,95.1,57528,1
7385,79.35,19.76,-36.9,57898,7.068,1.904,1.994,1.962,151908,3511.9938, N,7850.6987, W,62.308,96.8,57541,1
7386,79.29,19.76,-37.1,57913,7.081,1.865,1.949,1.904,151909,3511.9917, N,7850.6805, W,63.252,98.9,57551,1
7387,79.25,19.75,-37.3,57923,7.094,1.853,1.994,1.969,151910,3511.9892, N,7850.6621, W,63.818,99.81,57561,1
7388,79.22,19.76,-37.3,57931,7.081,1.891,1.981,1.959,151911,3511.9867, N,7850.6436, W,63.814,99.47,57568,1
7389,79.18,19.76,-37.3,57941,7.068,1.894,1.946,1.904,151912,3511.9845, N,7850.6252, W,62.928,97.81,57578,1
7390,79.14,19.76,-37.3,57952,7.094,1.859,1.949,1.923,151913,3511.9826, N,7850.607, W,62.206,96.99,57587,1
7391,79.07,19.75,-37.3,57970,7.094,1.923,1.994,1.975,151914,3511.9808, N,7850.589, W,61.442,96.88,57601,1
7392,79.05,19.75,-37.3,57975,7.081,1.875,2.007,1.994,151915,3511.9793, N,7850.5714, W,58.952,95.48,57614,1
7393,79,19.75,-37.4,57988,7.068,1.865,1.943,1.911,151916,3511.9782, N,7850.5546, W,56.58,93.84,57623,1
7394,78.96,19.75,-37.8,57998,7.068,1.878,1.962,1.936,151917,3511.9773, N,7850.538, W,56.352,93.69,57633,1
7395,78.9,19.73,-38.3,58014,7.094,1.911,2.001,1.969,151918,3511.9762, N,7850.5212, W,58.502,95.34,57646,1
7396,78.85,19.75,-38.7,58028,7.068,1.923,1.994,1.959,151919,3511.9744, N,7850.5036, W,62.342,98.7,57660,1
7397,78.8,19.75,-39.1,58041,7.068,1.898,1.994,1.962,151920,3511.9718, N,7850.4851, W,65.364,100.72,57669,1
7398,78.76,19.75,-39.6,58052,7.068,1.878,1.943,1.907,151921,3511.969, N,7850.4663, W,64.798,100.71,57683,1
7399,78.71,19.73,-39.8,58065,7.068,1.898,2.007,2.001,151922,3511.9664, N,7850.448, W,61.702,99.07,57692,1
7400,78.68,19.73,-39.8,58073,7.068,1.904,1.991,1.965,151923,3511.9643, N,7850.4305, W,59.064,97.66,57705,1
7401,78.64,19.73,-40,58084,7.038,1.865,1.936,1.878,151924,3511.9626, N,7850.4135, W,56.968,96.65,57715,1
7402,78.59,19.73,-40.1,58098,7.081,1.846,1.94,1.904,151925,3511.9612, N,7850.397, W,56.016,95.46,57725,1
7403,78.55,19.71,-40.3,58109,7.094,1.833,1.946,1.891,151926,3511.96, N,7850.3805, W,55.874,95.07,57735,1
7404,78.53,19.73,-40.3,58114,7.094,1.917,2.007,1.994,151927,3511.9586, N,7850.364, W,56.818,96.2,57745,1
7405,78.5,19.73,-40.1,58122,7.055,1.92,1.981,1.975,151928,3511.9569, N,7850.3472, W,58.068,97.77,57758,1
7406,78.43,19.71,-40,58141,7.068,1.859,1.949,1.901,151929,3511.9549, N,7850.3301, W,58.994,98.43,57768,1
7407,78.37,19.71,-39.8,58157,7.068,1.885,1.988,1.962,151930,3511.9528, N,7850.3128, W,60.64,99.12,57778,1
7408,78.36,19.71,-39.4,58160,7.094,1.917,1.988,1.962,151931,3511.9504, N,7850.2948, W,63.396,99.79,57788,1
7409,78.33,19.71,-39.2,58168,7.038,1.83,1.946,1.93,151932,3511.9478, N,7850.2765, W,62.646,99.93,57797,1
7410,78.29,19.71,-39.2,58179,7.055,1.84,1.962,1.923,151933,3511.9453, N,7850.2588, W,59.97,99.82,57807,1
7411,78.23,19.69,-39.2,58195,7.094,1.882,2.004,2.007,151934,3511.9429, N,7850.2416, W,58.482,99.34,57817,1
7412,78.2,19.69,-39.2,58203,7.094,1.936,2.001,1.949,151935,3511.9408, N,7850.2246, W,58.644,97.8,57830,1
7413,78.16,19.69,-39.1,58214,7.038,1.833,1.952,1.92,151936,3511.9391, N,7850.2076, W,57.774,95.66,57840,1
7414,78.12,19.69,-38.9,58225,7.055,1.904,1.981,1.959,151937,3511.9378, N,7850.191, W,55.59,95.03,57850,1
7415,78.06,19.69,-38.7,58241,7.068,1.878,1.994,1.988,151938,3511.9365, N,7850.175, W,53.414,96.43,57860,1
7416,78.04,19.67,-38.3,58246,7.081,1.878,1.936,1.891,151939,3511.9348, N,7850.1594, W,54.098,98.4,57873,1
7417,77.99,19.69,-38.2,58260,7.038,1.891,1.988,1.959,151940,3511.9326, N,7850.1432, W,57.27,99.1,57883,1
7418,77.94,19.67,-37.6,58273,7.094,1.872,2.001,1.991,151941,3511.9304, N,7850.1261, W,60.878,98.26,57892,1
7419,77.92,19.67,-37.3,58279,7.081,1.904,1.975,1.936,151942,3511.9282, N,7850.1081, W,62.534,98.27,57902,1
7420,77.88,19.66,-37.1,58290,7.094,1.853,1.949,1.904,151943,3511.9258, N,7850.0903, W,60.864,99.48,57912,1
7421,77.84,19.67,-36.9,58300,7.038,1.875,1.994,1.962,151944,3511.9232, N,7850.0731, W,57.822,101.5,57922,1
7422,77.8,19.67,-36.9,58311,7.068,1.911,1.981,1.949,151945,3511.9203, N,7850.0567, W,56.556,102.03,57935,1
7423,77.73,19.67,-36.9,58330,7.081,1.907,1.994,1.959,151946,3511.9177, N,7850.0406, W,55.604,100.28,57945,1
7424,77.71,19.66,-36.9,58336,7.068,1.878,2.001,1.994,151947,3511.9155, N,7850.025, W,52.282,98.26,57955,1
7425,77.66,19.64,-37.3,58349,7.055,1.869,1.956,1.901,151948,3511.9138, N,7850.0101, W,50.018,97.7,57968,1
7426,77.61,19.66,-37.3,58363,7.068,1.898,1.994,1.975,151949,3511.912, N,7849.9956, W,50.914,100.03,57968,1
7427,77.57,19.66,-37.1,58373,7.081,1.923,1.994,1.965,151950,3511.9096, N,7849.9804, W,54.31,101.47,57994,1
7428,77.51,19.64,-37.1,58390,7.055,1.888,1.962,1.93,151951,3511.907, N,7849.9642, W,58.212,100.07,58007,1
7429,77.46,19.66,-36.9,58403,7.081,1.904,2.001,1.975,151952,3511.9049, N,7849.947, W,60.814,97.07,58020,1
7430,77.42,19.64,-36.9,58414,7.081,1.878,1.994,1.981,151953,3511.9033, N,7849.9294, W,59.84,96.01,58020,1
7431,77.38,19.64,-36.5,58425,7.094,1.917,1.994,1.949,151954,3511.9015, N,7849.9126, W,56.114,98.41,58030,1
7432,77.3,19.62,-36.4,58446,7.038,1.872,1.949,1.911,151955,3511.8991, N,7849.897, W,52.332,102.38,58060,1
7433,77.26,19.64,-36.2,58457,7.081,1.904,1.994,1.985,151956,3511.8962, N,7849.8826, W,48.584,105.83,58073,1
7434,77.21,19.64,-36,58471,7.068,1.904,1.978,1.949,151957,3511.893, N,7849.8691, W,47.37,105.75,58073,1
7435,77.2,19.64,-36.4,58473,7.094,1.853,1.943,1.911,151958,3511.8901, N,7849.8555, W,48.566,103.74,58083,1
7436,77.13,19.62,-36.5,58492,7.055,1.888,1.994,1.981,151959,3511.8874, N,7849.8413, W,50.578,101.96,58106,1
7437,77.07,19.62,-36.9,58509,7.081,1.904,1.975,1.943,152000,3511.8847, N,7849.8266, W,52.874,103.69,58119,1
7438,77.04,19.62,-37.1,58517,7.081,1.788,1.936,1.907,152001,3511.8811, N,7849.8113, W,55.074,107.89,58119,1
7439,77.02,19.62,-37.1,58522,7.068,1.853,1.949,1.904,152002,3511.877, N,7849.796, W,55.334,108.56,58125,1
7440,76.97,19.6,-37.3,58536,7.094,1.917,2.001,1.972,152003,3511.8731, N,7849.7807, W,53.804,105.58,58135,1
7441,76.93,19.62,-37.3,58546,7.068,1.846,1.959,1.933,152004,3511.8699, N,7849.7655, W,52.954,102.75,58158,1
7442,76.87,19.6,-37.3,58563,7.081,1.836,1.952,1.917,152005,3511.8673, N,7849.7505, W,51.482,101.78,58158,1
7443,76.84,19.6,-37.3,58571,7.081,1.888,2.001,1.981,152006,3511.8649, N,7849.7361, W,48.86,100.31,58168,1
7444,76.81,19.6,-37.4,58579,7.081,1.878,1.962,1.93,152007,3511.863, N,7849.7222, W,47.034,98.98,58178,1
7445,76.77,19.6,-37.4,58590,7.081,1.84,1.949,1.911,152008,3511.8612, N,7849.7085, W,47.75,99.03,58188,1
7446,76.72,19.6,-37.8,58603,7.068,1.894,1.975,1.94,152009,3511.8593, N,7849.6944, W,49.784,99.83,58198,1
7447,76.68,19.6,-38.2,58614,7.068,1.923,1.936,1.898,152010,3511.8572, N,7849.6798, W,51.254,100.54,58211,1
7448,76.62,19.58,-38.3,58630,7.068,1.846,1.962,1.917,152011,3511.8546, N,7849.6648, W,53.106,102.49,58221,1
7449,76.58,19.6,-38.7,58641,7.068,1.93,1.981,1.943,152012,3511.8516, N,7849.6494, W,54.596,103.99,58234,1
7450,76.53,19.58,-38.7,58655,7.081,1.875,1.933,1.898,152013,3511.8486, N,7849.6339, W,54.064,103.48,58240,1
7451,76.52,19.58,-38.5,58657,7.068,1.843,1.952,1.93,152014,3511.8457, N,7849.6187, W,52.368,102.1,58253,1
7452,76.45,19.57,-38.3,58676,7.068,1.911,1.998,1.965,152015,3511.8434, N,7849.604, W,50.066,99.52,58267,1
7453,76.41,19.58,-38.3,58687,7.081,1.865,1.936,1.885,152016,3511.8418, N,7849.5897, W,47.896,96.55,58280,1
7454,76.36,19.58,-38.3,58700,7.081,1.891,1.988,1.972,152017,3511.8406, N,7849.5757, W,48.056,95.61,58289,1
7455,76.33,19.58,-38.7,58709,7.081,1.927,1.991,1.962,152018,3511.8394, N,7849.5614, W,50.286,96.31,58303,1
7456,76.27,19.57,-39.1,58725,7.068,1.865,1.943,1.904,152019,3511.8378, N,7849.5464, W,52.824,98.65,58312,1
7457,76.2,19.57,-39.4,58744,7.038,1.898,1.994,1.969,152020,3511.8356, N,7849.5308, W,55.118,100.98,58326,1
7458,76.16,19.57,-39.8,58755,7.038,1.878,1.994,1.994,152021,3511.8329, N,7849.5148, W,55.91,102.04,58339,1
7459,76.15,19.57,-40,58757,7.081,1.917,1.981,1.943,152022,3511.8303, N,7849.4989, W,54.482,100.74,58349,1
7460,76.09,19.55,-40,58773,7.068,1.898,1.981,1.962,152023,3511.8282, N,7849.4834, W,52.606,97.78,58358,1
7461,76.03,19.57,-40,58790,7.038,1.898,1.988,1.946,152024,3511.8269, N,7849.4683, W,50.844,94.06,58371,1
7462,75.98,19.57,-40.1,58803,7.055,1.846,1.93,1.885,152025,3511.8264, N,7849.4536, W,48.882,90.42,58385,1
7463,75.98,19.55,-40.3,58803,7.081,1.82,1.936,1.878,152026,3511.8265, N,7849.4395, W,46.996,89.1,58394,1
7464,75.92,19.55,-40.7,58819,7.081,1.904,1.998,1.978,152027,3511.8264, N,7849.4257, W,46.888,91.44,58404,1
7465,75.87,19.55,-41.2,58833,7.038,1.843,1.936,1.891,152028,3511.826, N,7849.4117, W,48.576,93.05,58414,1
7466,75.83,19.55,-41.8,58844,7.038,1.859,1.946,1.93,152029,3511.8254, N,7849.3971, W,50.528,92.62,58427,1
7467,75.79,19.55,-42.1,58855,7.068,1.907,1.994,1.965,152030,3511.825, N,7849.3822, W,50.68,90.99,58437,1
7468,75.74,19.55,-42.5,58868,7.081,1.878,1.933,1.891,152031,3511.8248, N,7849.3675, W,49.292,90.34,58447,1
7469,75.69,19.53,-42.7,58882,7.038,1.853,1.959,1.94,152032,3511.8246, N,7849.3533, W,47.426,91.45,58460,1
7470,75.66,19.53,-43.2,58890,7.094,1.923,1.988,1.981,152033,3511.8241, N,7849.3394, W,47.292,92.78,58470,1
7471,75.61,19.53,-43.6,58903,7.068,1.865,1.923,1.878,152034,3511.8235, N,7849.3254, W,48.226,93.2,58483,1
7472,75.57,19.53,-44.1,58914,7.094,1.846,1.952,1.911,152035,3511.8227, N,7849.3112, W,48.08,94.19,58496,1
7473,75.51,19.53,-44.5,58930,7.038,1.914,2.02,2.004,152036,3511.8216, N,7849.2975, W,46.012,96.87,58509,1
7474,75.46,19.53,-44.6,58944,7.094,1.836,1.949,1.917,152037,3511.8201, N,7849.2845, W,43.088,99.54,58519,1
7475,75.44,19.53,-45,58949,7.081,1.904,2.001,1.969,152038,3511.8184, N,7849.272, W,42.968,99.13,58529,1
7476,75.39,19.53,-45.4,58963,7.094,1.904,2.014,1.965,152039,3511.8171, N,7849.2591, W,45.408,95.71,58542,1
7477,75.34,19.51,-45.5,58976,7.038,1.849,1.949,1.93,152040,3511.8163, N,7849.2455, W,47.544,92.26,58555,1
7478,75.28,19.51,-45.9,58992,7.068,1.833,1.943,1.898,152041,3511.8161, N,7849.2313, W,48.63,89.92,58568,1
7479,75.26,19.51,-46.3,58998,7.068,1.911,2.02,1.994,152042,3511.8163, N,7849.217, W,49.02,88.54,58581,1
7480,75.21,19.51,-46.6,59012,7.055,1.853,1.933,1.901,152043,3511.8166, N,7849.2027, W,48.586,87.72,58591,1
7481,75.17,19.51,-47,59023,7.038,1.83,1.923,1.888,152044,3511.817, N,7849.1885, W,48.148,89.19,58601,1
7482,75.12,19.51,-47.2,59037,7.081,1.901,1.998,1.981,152045,3511.8169, N,7849.1745, W,47.494,91.74,58611,1
7483,75.08,19.51,-47.5,59049,7.055,1.853,1.949,1.911,152046,3511.8162, N,7849.1608, W,45.872,94.61,58624,1
7484,75.04,19.51,-47.7,59060,7.081,1.865,1.952,1.923,152047,3511.815, N,7849.1478, W,43.582,98.2,58637,1
7485,75,19.49,-48.1,59071,7.038,1.885,1.998,1.959,152048,3511.8134, N,7849.1351, W,43.304,99.87,58647,1
7486,74.95,19.49,-48.1,59085,7.094,1.878,1.923,1.904,152048,3511.8134, N,7849.1351, W,43.304,99.87,58657,1
7487,74.91,19.49,-48.2,59097,7.068,1.846,1.965,1.933,152049,3511.8117, N,7849.1223, W,44.992,98.41,58670,1
7488,74.86,19.49,-48.2,59111,7.068,1.94,2.02,2.001,152051,3511.8094, N,7849.0948, W,48.598,93.67,58683,1
7489,74.8,19.46,-48.4,59128,7.055,1.891,2.036,2.01,152051,3511.8094, N,7849.0948, W,48.598,93.67,58696,1
7490,74.79,19.49,-48.6,59131,7.081,1.923,2.001,1.952,152053,3511.8085, N,7849.0661, W,48.682,91.14,58706,1
7491,74.74,19.49,-48.8,59145,7.081,1.827,1.936,1.904,152054,3511.8083, N,7849.0519, W,48.05,91.3,58716,1
7492,74.7,19.48,-49,59156,7.081,1.904,1.988,1.962,152055,3511.8079, N,7849.0379, W,47.202,92.92,58726,1
7493,74.66,19.48,-49.3,59168,7.068,1.865,1.943,1.914,152055,3511.8079, N,7849.0379, W,47.202,92.92,58739,1
7494,74.61,19.48,-49.5,59182,7.094,1.846,1.936,1.904,152056,3511.8072, N,7849.0242, W,46.1,94.32,58749,1
7495,74.6,19.48,-49.9,59185,7.068,1.904,1.994,1.969,152058,3511.8048, N,7848.9981, W,43.67,99.6,58762,1
7496,74.53,19.48,-50,59204,7.068,1.853,1.911,1.865,152059,3511.8028, N,7848.9854, W,44.19,102.37,58772,1
7497,74.48,19.48,-50.4,59219,7.068,1.923,2.027,1.949,152059,3511.8028, N,7848.9854, W,44.19,102.37,58785,1
7498,74.45,19.48,-50.4,59227,7.068,1.904,1.994,1.981,152100,3511.8005, N,7848.9725, W,45.882,101.49,58795,1
7499,74.39,19.48,-50.4,59244,7.094,1.853,1.923,1.911,152101,3511.7988, N,7848.959, W,46.996,97.31,58808,1
7500,74.36,19.48,-50.6,59253,7.068,1.907,2.007,1.975,152103,3511.7976, N,7848.9308, W,49.056,90.11,58821,1
7501,74.31,19.46,-50.8,59267,7.038,1.911,2.007,1.962,152103,3511.7976, N,7848.9308, W,49.056,90.11,58831,1
7502,74.28,19.46,-51.1,59275,7.055,1.833,1.917,1.911,152104,3511.7974, N,7848.9163, W,49.768,92.33,58844,1
7503,74.23,19.46,-51.5,59289,7.081,1.911,2.007,1.969,152105,3511.7966, N,7848.9017, W,50.408,95.96,58857,1
7504,74.18,19.46,-51.7,59304,7.068,1.869,2.007,1.943,152106,3511.7952, N,7848.887, W,50.31,97.81,58870,1
7505,74.15,19.44,-52,59312,7.055,1.878,1.943,1.92,152107,3511.7934, N,7848.8726, W,48.966,99.4,58880,1
7506,74.11,19.46,-52.2,59323,7.055,1.898,1.994,1.965,152108,3511.7913, N,7848.8587, W,47.198,102.04,58890,1
7507,74.08,19.46,-52.2,59332,7.068,1.878,1.904,1.894,152109,3511.789, N,7848.8452, W,47.062,101.85,58900,1
7508,74.04,19.46,-52.2,59343,7.081,1.872,1.94,1.904,152110,3511.7869, N,7848.8314, W,48.256,98.98,58910,1
7509,73.97,19.46,-52.2,59363,7.025,1.869,2.007,1.975,152111,3511.7853, N,7848.8172, W,49.264,96.37,58923,1
7510,73.94,19.44,-52.4,59372,7.068,1.891,1.923,1.898,152112,3511.7841, N,7848.8028, W,49.074,95.83,58936,1
7511,73.89,19.46,-52.6,59386,7.055,1.901,1.998,1.969,152113,3511.7831, N,7848.7884, W,48.736,94,58949,1
7512,73.83,19.44,-52.7,59403,7.081,1.872,2.007,1.962,152114,3511.7824, N,7848.7741, W,48.862,92.34,58962,1
7513,73.78,19.44,-53.1,59417,7.038,1.853,1.927,1.898,152115,3511.782, N,7848.7596, W,50.02,91.77,58972,1
7514,73.74,19.44,-53.5,59428,7.081,1.904,1.988,1.969,152116,3511.7814, N,7848.7448, W,51.046,94.49,58985,1
7515,73.69,19.44,-53.6,59442,7.068,1.872,1.904,1.901,152117,3511.78, N,7848.73, W,50.37,99.56,59001,1
7516,73.66,19.44,-54,59451,7.055,1.869,1.943,1.911,152118,3511.7775, N,7848.7158, W,49.294,104.82,59011,1
7517,73.59,19.44,-54.2,59471,7.068,1.885,2.014,1.956,152119,3511.7745, N,7848.7019, W,48.574,105.54,59024,1
7518,73.56,19.42,-54.2,59479,7.012,1.84,1.943,1.927,152120,3511.7716, N,7848.6881, W,48.752,102.84,59037,1
7519,73.5,19.44,-54.4,59496,7.068,1.933,2.014,1.975,152121,3511.7693, N,7848.6739, W,49.868,99.46,59051,1
